valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,artists_song
0.17,2008,0.373,Taylor Swift,0.498,263987,0.486,0,6S9G7J3EB1ZY0rrZPwsBg5,0.0,1,0.113,-7.383999999999999,1,Breathe,52,0.0273,147.952,Taylor Swift - Breathe
0.394,2008,0.941,Bon Iver,0.478,201067,0.321,0,0kz4nEVFUNcYXLgzOKQnWh,0.364,9,0.133,-17.715,1,Lump Sum,55,0.129,144.583,Bon Iver - Lump Sum
0.794,2008,0.8320000000000001,Vampire Weekend,0.852,214707,0.518,1,7q4MJZSiqPC16dbhQWxugv,0.0893,2,0.14,-7.155,1,Cape Cod Kwassa Kwassa,52,0.0413,105.058,Vampire Weekend - Cape Cod Kwassa Kwassa
0.296,2008,0.897,P!nk,0.511,227813,0.255,0,1M6dQ8MZQnYxjH8yZzswQt,0.000219,5,0.0994,-12.036,1,Glitter In the Air,54,0.0283,99.901,P!nk - Glitter In the Air
0.612,2008,0.507,Demi Lovato,0.6409999999999999,223160,0.451,0,4He7bzKBaiu7CRz4wGkZzx,1.71e-06,4,0.629,-7.694,1,Don't Forget,56,0.0899,179.967,Demi Lovato - Don't Forget
0.0556,2008,0.958,Bon Iver,0.6709999999999999,329267,0.147,0,4cTD99OSLy19Uh2exKRQNa,0.0779,10,0.144,-18.626,1,Blindsided,55,0.0366,115.298,Bon Iver - Blindsided
0.351,2008,0.0196,Switchfoot,0.439,246827,0.908,0,45sziCSqS4BWSQWUlLRpyf,0.0054,4,0.1369999999999999,-4.08,1,Dare You to Move,56,0.0649,140.018,Switchfoot - Dare You to Move
0.481,2008,0.27,Los Inquietos Del Norte,0.324,235107,0.659,0,5MTOEibo0lOLH4zqMgKHwk,0.000115,2,0.147,-5.409,1,Como Pez Sin Agua,55,0.0377,76.642,Los Inquietos Del Norte - Como Pez Sin Agua
0.171,2008,0.0618,Panic! At The Disco,0.4320000000000001,293827,0.6559999999999999,0,7v1b3qExlTFrpFWrtcnUpE,6.01e-05,7,0.391,-6.888999999999999,1,When the Day Met the Night,51,0.0419,130.276,Panic! At The Disco - When the Day Met the Night
0.7140000000000001,2008,0.365,Vampire Weekend,0.536,127667,0.7,0,1f1yeiwuYTE8uUK3azgIX1,0.000107,5,0.201,-4.284,1,Mansard Roof,52,0.141,165.40599999999995,Vampire Weekend - Mansard Roof
0.347,2008,0.542,Kanye West,0.603,377600,0.401,0,5e5MKPtJuFb8NaeSEyV5gD,0.225,0,0.103,-10.155,0,Say You Will,55,0.0306,172.63299999999995,Kanye West - Say You Will
0.588,2008,0.0526,Jeezy,0.564,329813,0.773,1,4Onlx3t98YDeu8bM7wRS5K,0.0,6,0.328,-6.568,0,My President,53,0.115,151.975,Jeezy - My President
0.11,2008,0.0614,Coldplay,0.33,222653,0.58,0,1ZqHjApl3pfzwjweTfMi0g,0.00129,1,0.115,-7.875,0,Violet Hill,62,0.0374,76.093,Coldplay - Violet Hill
0.867,2008,0.204,El Trono de Mexico,0.6759999999999999,210680,0.584,0,2C2AkoaM0KvKuZ2OTTMmNp,1.74e-06,3,0.312,-3.886,1,Almas Gemelas,55,0.03,129.91,El Trono de Mexico - Almas Gemelas
0.135,2008,2.98e-05,Bullet For My Valentine,0.306,247693,0.995,0,1ZEoYuekZQo62DLFtPVdqT,0.00859,2,0.254,-3.2030000000000003,1,Waking the Demon,52,0.1,127.908,Bullet For My Valentine - Waking the Demon
0.388,2008,0.00712,Ice Cube,0.81,281653,0.745,1,62duQFVb51gug9ajR6Qdiz,2.1e-05,10,0.321,-5.431,0,Gangsta Rap Made Me Do It,59,0.097,87.01899999999998,Ice Cube - Gangsta Rap Made Me Do It
0.633,2008,0.0236,deadmau5,0.813,547503,0.515,0,6V7SBJsDG9B4iVywka4koo,0.25,11,0.115,-8.044,0,I Remember,52,0.0465,128.01,deadmau5 - I Remember
0.315,2009,0.436,Dave Matthews Band,0.652,340533,0.627,0,12ZdBjNAfRXZZTvMSrJPUb,8.11e-06,7,0.0674,-7.313,1,You & Me,57,0.0894,137.86700000000002,Dave Matthews Band - You & Me
0.6920000000000001,2009,0.0304,Hannah Montana,0.5770000000000001,224187,0.906,0,12wSL3tGk3MtbDEhfG7xy3,0.0,8,0.189,-3.673,1,You'll Always Find Your Way Back Home,64,0.0583,152.946,Hannah Montana - You'll Always Find Your Way Back Home
0.865,2009,0.0159,Rob Thomas,0.555,280000,0.924,0,3LtwmK1OfN0dGs9jf3qSjn,0.0,7,0.075,-4.93,1,Her Diamonds,60,0.0604,87.60600000000002,Rob Thomas - Her Diamonds
0.352,2009,0.052,Luke Bryan,0.498,229253,0.916,0,7DkzLcSXS4KhSvbvIJja3M,1.31e-06,8,0.0734,-3.728,1,Someone Else Calling You Baby,58,0.0662,115.045,Luke Bryan - Someone Else Calling You Baby
0.442,2009,0.6509999999999999,Jenni Rivera,0.573,194947,0.276,0,2l8QQVT6hYdnT79kKCU6p6,0.0,10,0.0909,-8.073,1,No Llega el Olvido,65,0.0397,81.898,Jenni Rivera - No Llega el Olvido
0.794,2009,0.0829,Toby Keith,0.519,165693,0.907,0,0gjqyr5z7poniYymKRwsCN,1.57e-06,9,0.325,-2.681,1,American Ride,58,0.0665,174.085,Toby Keith - American Ride
0.706,2009,0.144,Brooks & Dunn,0.326,199274,0.887,0,6CkydK3NOAMScIhViRzXoB,1.35e-06,9,0.49,-4.199,0,Ain't Nothing 'Bout You,58,0.0565,202.354,Brooks & Dunn - Ain't Nothing 'Bout You
0.416,2009,0.812,The xx,0.763,201947,0.484,0,1nmCmB3qdXrzxFhvLJuhuB,0.393,11,0.0841,-12.368,0,Crystalised,56,0.0311,122.913,The xx - Crystalised
0.263,2009,0.612,Twenty One Pilots,0.501,217000,0.328,0,3FvV3j98xtcylQF1drDc9j,0.0,0,0.15,-8.329,1,Oh Ms Believer,63,0.0255,73.32600000000002,Twenty One Pilots - Oh Ms Believer
0.614,2009,0.00281,Thousand Foot Krutch,0.465,197373,0.813,0,1RXoCep9hxApPfx8UFsGZk,0.0,7,0.0464,-4.3210000000000015,1,Take It Out On Me,65,0.0841,148.029,Thousand Foot Krutch - Take It Out On Me
0.158,2009,0.0631,Taylor Swift,0.452,191947,0.544,0,5vyxXfD5gLlyPxGZMEjtmd,5.33e-06,4,0.104,-5.422999999999999,1,Crazier,61,0.0277,133.042,Taylor Swift - Crazier
0.722,2009,0.193,The Notorious B.I.G.,0.433,217000,0.862,1,6jCGzZn0gFeRlbqdaJhw6T,0.0,1,0.604,-3.89,0,Party and Bullshit - 2008 Remaster,63,0.412,200.817,The Notorious B.I.G. - Party and Bullshit - 2008 Remaster
0.45,2009,0.000136,A Day To Remember,0.301,255827,0.916,0,6rx6Qr5BCVB4MaIvSYSsh1,1.73e-05,10,0.293,-6.218,0,Mr. Highway's Thinking About the End,60,0.092,150.093,A Day To Remember - Mr. Highway's Thinking About the End
0.456,2009,0.245,Kid Cudi,0.93,216413,0.7120000000000001,1,7dZAPeA3Of5j5Vaef0DQ6M,1.4800000000000002e-05,10,0.116,-5.1560000000000015,0,Make Her Say,57,0.0666,99.054,Kid Cudi - Make Her Say
0.648,2009,0.11,Carrie Underwood,0.476,177253,0.84,0,1Fo2N5iXRi37maMboaig7O,0.0,2,0.046,-2.259,1,Undo It,57,0.058,156.254,Carrie Underwood - Undo It
0.5489999999999999,2009,0.000202,Silversun Pickups,0.163,343907,0.885,0,597i9UhHbW8hHgBUp8Tm54,0.0121,5,0.228,-4.623,0,Panic Switch,58,0.0725,198.556,Silversun Pickups - Panic Switch
0.545,2009,0.00339,Panic! At The Disco,0.366,227093,0.845,0,5psEUJWeJU2BiOYyWdjgxZ,0.0,7,0.197,-5.8260000000000005,1,New Perspective,57,0.118,164.024,Panic! At The Disco - New Perspective
0.449,2009,0.802,Regina Spektor,0.546,195840,0.5,0,2n0U2OG5d6TuW5mKx7YrC0,0.00108,0,0.107,-8.881,1,Two Birds,60,0.0379,150.92,Regina Spektor - Two Birds
0.534,2009,0.0309,Slipknot,0.331,159773,0.946,1,2W2eaLVKv9NObcLXlYRZZo,5.62e-06,7,0.254,-4.599,1,Spit It Out,64,0.0775,139.965,Slipknot - Spit It Out
0.455,2009,0.326,John Mayer,0.606,332067,0.441,0,5gbxzSqABThINGDb7vIiwe,0.0128,9,0.116,-9.303,1,Edge of Desire,62,0.0272,66.443,John Mayer - Edge of Desire
0.93,2009,0.0112,Rebelution,0.775,210347,0.6779999999999999,0,5JmJVj3qLsCnBsQ8IC9XLf,0.0105,7,0.125,-6.915,1,Lazy Afternoon,57,0.0351,147.847,Rebelution - Lazy Afternoon
0.406,2009,0.393,Drake,0.6829999999999999,290791,0.695,1,3XLSlQLJf3Ut0zvMUxnF1h,0.00124,1,0.124,-6.797999999999999,0,Houstatlantavegas,59,0.0574,135.33700000000002,Drake - Houstatlantavegas
0.485,2009,0.161,Sergio Vega El Shaka,0.5760000000000001,213280,0.563,0,4lac6b0JIjh4hQiW9IGKea,3.84e-06,0,0.144,-2.819,1,Quién Es Usted,66,0.0291,148.263,Sergio Vega El Shaka - Quién Es Usted
0.232,2009,0.00175,3OH!3,0.607,202667,0.805,1,1hBM2D1ULT3aeKuddSwPsK,0.0,11,0.231,-5.579,0,STARSTRUKK (feat. Katy Perry),62,0.0608,139.894,3OH!3 - STARSTRUKK (feat. Katy Perry)
0.303,2009,0.2,Mumford & Sons,0.23,254160,0.406,0,06YV4yr9sdJqSNj4HjZk2s,1.6800000000000002e-05,6,0.555,-9.984,0,White Blank Page,56,0.0351,80.082,Mumford & Sons - White Blank Page
0.248,2009,0.635,Chris Young,0.489,207213,0.498,0,5zMRkxgFscsPItPsMy4ItS,1.91e-06,7,0.0915,-5.055,1,The Man I Want to Be,56,0.0259,141.88299999999995,Chris Young - The Man I Want to Be
0.5670000000000001,2009,0.00961,Owl City,0.5820000000000001,231707,0.529,0,0vCTQcxSGAgjHaiAsIANKn,0.000554,11,0.113,-7.637,1,Vanilla Twilight,62,0.0248,166.134,Owl City - Vanilla Twilight
0.657,2009,0.0163,Rascal Flatts,0.541,242027,0.895,0,2F08d4KocfOdWhn7aK3gDI,0.0,2,0.5710000000000001,-4.884,1,Summer Nights,57,0.0367,102.078,Rascal Flatts - Summer Nights
0.698,2009,0.27,Kid Cudi,0.71,246760,0.8079999999999999,1,3HG3QFERdP3Q1b6VGahwWs,0.0,6,0.208,-4.877,0,Alive (Nightmare),56,0.0418,101.784,Kid Cudi - Alive (Nightmare)
0.696,2009,0.238,Twenty One Pilots,0.816,182000,0.7659999999999999,0,77vDHmiANW3JS2gNN5q7pI,0.0127,5,0.0893,-5.176,1,Fall Away,62,0.0565,120.011,Twenty One Pilots - Fall Away
0.962,2009,0.752,Grupo Laberinto,0.7090000000000001,179347,0.478,0,0wWKTXhLBoUsq91iGoflqy,0.0,8,0.0776,-4.025,1,El Cadete,60,0.0655,72.546,Grupo Laberinto - El Cadete
0.534,2009,0.104,Jake Owen,0.645,187320,0.843,0,0XjXQDJpajDzCdpazp1562,0.0,0,0.249,-4.072,1,Eight Second Ride,56,0.0475,92.357,Jake Owen - Eight Second Ride
0.675,2009,0.205,Joe Nichols,0.5,185453,0.9,0,7xoBJ4hih949Jeu5ZfzBai,0.000251,2,0.6940000000000001,-3.577,1,Gimmie That Girl,55,0.117,162.249,Joe Nichols - Gimmie That Girl
0.329,2009,0.00379,Madonna,0.737,316813,0.88,0,27QvYgBk0CHOVHthWnkuWt,0.00351,6,0.417,-6.449,1,Vogue,67,0.0433,115.998,Madonna - Vogue
0.841,2009,0.0172,Black Eyed Peas,0.715,268840,0.907,0,5K5LbSTVuKKe1KGMNfBgIW,8.39e-05,7,0.426,-6.025,0,Rock That Body,56,0.0993,124.992,Black Eyed Peas - Rock That Body
0.267,2009,0.000536,Slipknot,0.38,199881,0.994,1,1g8lVIsEkDaGD1nKw6fwUb,0.00128,7,0.0956,-4.638,1,(sic),63,0.124,96.325,Slipknot - (sic)
0.696,2009,0.528,Jenni Rivera,0.485,203520,0.388,0,4pIiKrGXCgTZOAFGJjCEvL,0.0,3,0.131,-5.729,1,Ya Lo Sé,62,0.0326,159.672,Jenni Rivera - Ya Lo Sé
0.489,2009,0.13,Jason Aldean,0.43,183440,0.841,0,5eH1ktZDHgegpkYJOY7tme,0.0,6,0.0517,-2.99,1,Crazy Town,55,0.037,180.977,Jason Aldean - Crazy Town
0.866,2009,0.0134,Yeah Yeah Yeahs,0.6709999999999999,203920,0.805,0,0vBpyfpW2lARGh3AZFtWRi,0.0547,8,0.237,-3.232,0,Heads Will Roll - A-Trak Remix Radio Edit,55,0.081,132.05100000000002,Yeah Yeah Yeahs - Heads Will Roll - A-Trak Remix Radio Edit
0.767,2009,0.00994,Madonna,0.753,189693,0.931,0,1oHClQEgDmmbcEx12Kc5nZ,0.0069599999999999,2,0.234,-4.922,1,4 Minutes (feat. Justin Timberlake & Timbaland),69,0.0652,113.029,Madonna - 4 Minutes (feat. Justin Timberlake & Timbaland)
0.931,2009,0.401,Aventura,0.764,240707,0.574,0,709hAukJxapqTU9VhsiQm0,0.0,9,0.11,-9.475,0,Su Veneno,63,0.042,123.928,Aventura - Su Veneno
0.59,2009,0.215,JAY-Z,0.546,256133,0.908,1,4ljDnzzqwnRIynr1g55um4,9.47e-06,10,0.107,-1.655,0,On To The Next One,58,0.417,116.885,JAY-Z - On To The Next One
0.438,2009,0.194,Eric Church,0.333,170387,0.524,0,6HLciiLMPssno4lT4gbObT,0.0,10,0.124,-6.787999999999999,1,Love Your Love The Most,55,0.0301,73.393,Eric Church - Love Your Love The Most
0.787,2009,0.0452,Britney Spears,0.6970000000000001,213173,0.7090000000000001,0,6pymOcrCnMuCWdgGVTvUgP,0.0,5,0.138,-1.917,0,3,63,0.0455,134.91,Britney Spears - 3
0.121,2009,0.186,Drake,0.591,302492,0.846,1,2hcohLIysMxofYziluXCoX,0.0,7,0.463,-3.687,1,Ignant Shit (feat. Lil Wayne),59,0.276,94.795,Drake - Ignant Shit (feat. Lil Wayne)
0.3720000000000001,2009,0.698,Mayday Parade,0.285,238076,0.371,0,3ZjnFYlal0fXN6t61wdxhl,0.00392,1,0.104,-6.8329999999999975,1,Terrible Things - EP Version,59,0.0295,154.989,Mayday Parade - Terrible Things - EP Version
0.626,2009,0.00105,Paramore,0.583,182800,0.96,0,7hInOqJnlEayXao08yVYAn,2.97e-05,1,0.0801,-3.597,0,Playing God,59,0.0511,137.991,Paramore - Playing God
0.942,2009,0.42,Los Acosta,0.792,239693,0.5920000000000001,0,1InGWsgNYr5cYTE4JWqGqu,0.0151,4,0.097,-7.45,1,Deja Una Rosa En Tu Balcón,62,0.0317,102.035,Los Acosta - Deja Una Rosa En Tu Balcón
0.196,2009,0.0258,All Time Low,0.313,224200,0.713,0,371Tb0eNfpjpSqggjcLv8c,0.0,9,0.135,-4.489,1,Therapy,61,0.0327,169.87099999999995,All Time Low - Therapy
0.946,2009,0.451,La Arrolladora Banda El Limón De Rene Camacho,0.6809999999999999,181267,0.6509999999999999,0,47ehW8KNY6XhEtwMYAY0br,0.0,5,0.0516,-3.731,0,Ya Es Muy Tarde,66,0.0378,107.883,La Arrolladora Banda El Limón De Rene Camacho - Ya Es Muy Tarde
0.157,2009,0.00156,Asking Alexandria,0.213,242080,0.957,1,0CqCpm4LLQbHUX5ysizWJS,0.0,3,0.394,-2.967,1,The Final Episode (Let's Change Channel),60,0.235,196.118,Asking Alexandria - The Final Episode (Let's Change Channel)
0.67,2009,0.107,Eminem,0.924,269613,0.853,0,4UMTp91LHhvW33ol9ZQH0Q,1.45e-06,2,0.129,-1.203,1,We Made You,64,0.0792,114.003,Eminem - We Made You
0.614,2009,0.518,Kid Cudi,0.768,266307,0.449,1,6xeTNdPnP5imNgDzFMfVfD,0.000463,7,0.136,-7.569,0,Solo Dolo (Nightmare),54,0.029,79.12,Kid Cudi - Solo Dolo (Nightmare)
0.797,2009,0.107,Kid Cudi,0.75,260200,0.71,1,6Bs8KdjRAuv3rzCIdchXwu,0.000989,10,0.449,-7.936,0,Enter Galactic (Love Connection Part I),54,0.0395,120.004,Kid Cudi - Enter Galactic (Love Connection Part I)
0.653,2009,0.0465,The Lonely Island,0.623,156267,0.871,1,3IQSYqnKsCTMLWn2xE3HFT,0.0,0,0.111,-2.403,1,I'm On A Boat,59,0.239,150.079,The Lonely Island - I'm On A Boat
0.774,2009,0.0678,Justin Moore,0.4970000000000001,155893,0.932,0,3mSAhPW73pyeKoquI7E8B3,2.5e-06,8,0.116,-5.029,1,Backwoods,54,0.0527,157.884,Justin Moore - Backwoods
0.34,2009,0.472,The Avett Brothers,0.363,291360,0.498,0,78NnAw2qrlMrsedXLWLsYj,0.000197,11,0.1639999999999999,-8.032,1,Laundry Room,54,0.03,149.239,The Avett Brothers - Laundry Room
0.485,2009,0.00216,Mudvayne,0.262,172587,0.867,0,7ss73yV5efYHgm9bAQ98JM,0.00173,8,0.0858,-4.472,1,Scream With Me,56,0.0481,179.985,Mudvayne - Scream With Me
0.754,2009,0.605,Jenni Rivera,0.623,252440,0.398,0,3Q9Q9rYI2hwYZNl0Mmc2FB,0.0,0,0.125,-5.803999999999999,1,La Gran Señora,62,0.0457,80.115,Jenni Rivera - La Gran Señora
0.356,2009,0.00525,Twenty One Pilots,0.561,279053,0.841,0,2hUFjIbpKaRqs97OjUAmXb,4.53e-05,0,0.24,-4.311,1,Johnny Boy,60,0.0515,114.943,Twenty One Pilots - Johnny Boy
0.328,2009,0.000602,Chevelle,0.5329999999999999,199800,0.961,0,0CD1Hybzpwc9Av6iRI2xjr,0.000177,11,0.275,-3.32,0,Jars,55,0.0549,106.991,Chevelle - Jars
0.236,2009,0.73,Paramore,0.5670000000000001,181507,0.266,0,2VYqkb77OjToeRAnMNd4yU,4.91e-05,0,0.116,-11.217,1,Misguided Ghosts,57,0.0343,106.46,Paramore - Misguided Ghosts
0.366,2009,0.0199,Three Days Grace,0.434,232813,0.868,0,1uiwlmWedlNpzAxDSRGqdK,0.0,9,0.162,-3.503,1,Lost in You,57,0.0366,162.969,Three Days Grace - Lost in You
0.552,2009,0.8079999999999999,Iron & Wine,0.611,251280,0.275,0,6dDxgfvM8pJm7AzmLZB1nN,0.911,6,0.403,-10.644,1,Such Great Heights,58,0.028,94.116,Iron & Wine - Such Great Heights
0.302,2009,0.934,Regina Spektor,0.58,187427,0.101,0,341863z079BT4EFPiSw9DP,0.000302,10,0.0768,-15.661,1,The Call,62,0.0289,91.003,Regina Spektor - The Call
0.4,2009,0.00034,Breaking Benjamin,0.196,257693,0.85,0,6BWrIaoodtt7EX6kToWZw0,1.03e-06,6,0.0799,-3.644,1,Give Me A Sign,57,0.0531,156.725,Breaking Benjamin - Give Me A Sign
0.961,2009,0.0016,Green Day,0.56,190987,0.958,0,5qtwzv99vOr5UTwnTixn7j,4.96e-05,11,0.0643,-3.245,1,Know Your Enemy,61,0.0412,129.984,Green Day - Know Your Enemy
0.965,2009,0.0299,Kid Cudi,0.7509999999999999,281080,0.6409999999999999,1,6ouTGbETM7ZdID1eMXZJde,0.0626,11,0.0557,-6.9670000000000005,0,Day 'N' Nite - Crookers Remix,55,0.0461,129.993,Kid Cudi - Day 'N' Nite - Crookers Remix
0.39,2009,0.221,Mumford & Sons,0.324,219680,0.494,0,50FgfudO6MUkdP3XMIf1hh,0.0,7,0.347,-7.274,1,Winter Winds,54,0.0319,125.766,Mumford & Sons - Winter Winds
0.0853,2009,0.939,Drake,0.462,176179,0.422,1,1v24T2ug4TlssYZvI3aL4O,0.0327,6,0.108,-10.380999999999998,1,Lust For Life,58,0.175,87.36399999999998,Drake - Lust For Life
0.7909999999999999,2009,0.197,Miley Cyrus,0.738,181013,0.804,0,6ntkwU1MhehTKgx4BWxX3f,0.0,10,0.297,-6.018,0,Hoedown Throwdown,60,0.0608,109.045,Miley Cyrus - Hoedown Throwdown
0.356,2009,0.631,Drake,0.399,213492,0.491,1,4XTXamS1g4g93jPxyuFJJ6,0.0,6,0.171,-8.992,1,Brand New,58,0.0714,94.542,Drake - Brand New
0.511,2009,0.107,Madonna,0.662,224320,0.7190000000000001,0,6B4oVElDIKRNcNUary0WG7,0.0,9,0.102,-6.606,1,Crazy for You,65,0.0298,95.001,Madonna - Crazy for You
0.133,2009,4.62e-06,Five Finger Death Punch,0.513,209493,0.976,1,00cP5rqzL6ZrwMaqTEeGIN,0.00034,11,0.117,-3.117,1,Hard To See,53,0.17,111.992,Five Finger Death Punch - Hard To See
0.7490000000000001,2009,0.0204,Los Inquietos Del Norte,0.667,163227,0.738,0,0SB6IWsJ2Kh9A9yGCqKShK,0.0,9,0.111,-8.335,1,Locos Desde Ayer,57,0.0494,124.369,Los Inquietos Del Norte - Locos Desde Ayer
0.4970000000000001,2009,0.132,Cody Johnson,0.622,249573,0.691,0,5EDt7cxNUAVK0QlGjPo1dZ,2e-06,7,0.373,-6.509,1,Texas Kind of Way,53,0.0258,115.991,Cody Johnson - Texas Kind of Way
0.853,2009,0.235,MF DOOM,0.499,135067,0.728,1,3ZWc3Bm8eUMRRJhSWKHHeV,0.0,8,0.6859999999999999,-4.922,0,THAT'S THAT,58,0.385,96.089,MF DOOM - THAT'S THAT
0.395,2009,0.42,Kenny Chesney,0.64,199773,0.8220000000000001,0,4QoZGQ8woaho94v629kVl1,0.000435,9,0.144,-4.954,1,Out Last Night,54,0.041,141.054,Kenny Chesney - Out Last Night
0.7140000000000001,2009,0.835,The Kiboomers,0.866,200841,0.721,0,0mIdphqftxR9uyxudOukWZ,2.83e-06,4,0.215,-6.722,0,We're Going on a Lion Hunt,58,0.388,116.01,The Kiboomers - We're Going on a Lion Hunt
0.103,2009,0.899,Mumford & Sons,0.499,248173,0.16,0,6jEvloulrt9iCYW9IXJ2yi,3.8e-05,7,0.106,-13.632,1,After the Storm,54,0.0362,77.09,Mumford & Sons - After the Storm
0.347,2009,0.252,Kid Cudi,0.565,220907,0.722,1,6gyaXDZS45uIpyETSTibQ9,0.107,10,0.245,-7.565,0,Sky Might Fall,53,0.141,194.276,Kid Cudi - Sky Might Fall
0.343,2009,0.0697,Miranda Lambert,0.441,230000,0.463,0,4SgbELGcdmMdVtSbpkSG6x,0.00264,10,0.107,-8.041,1,Makin' Plans,56,0.0283,79.608,Miranda Lambert - Makin' Plans
0.573,2009,0.528,Alejandro Fernández,0.5489999999999999,188893,0.764,0,2mDLrugtj3r6XpH3SdlLGB,0.0,1,0.0782,-5.881,1,Me Hace Tanto Bien,70,0.0427,157.502,Alejandro Fernández - Me Hace Tanto Bien
0.516,2009,0.0213,NEEDTOBREATHE,0.527,220613,0.8170000000000001,0,6iz58z2LC8uHL3H2aiwX6I,2.04e-05,1,0.16,-5.0360000000000005,1,Something Beautiful,54,0.0353,95.98,NEEDTOBREATHE - Something Beautiful
0.0373,2009,0.924,Michael Giacchino,0.256,133067,0.00484,0,19blFYzqmPj7FtW7W4DFEl,0.0408,7,0.0634,-34.386,1,Stuff We Did,59,0.0427,57.412,Michael Giacchino - Stuff We Did
0.41,2009,1.09e-05,Breaking Benjamin,0.256,238907,0.916,0,2G1xOn9PhRgi63XWp2ToZx,1.01e-05,5,0.208,-3.383,0,Crawl,56,0.0761,169.11,Breaking Benjamin - Crawl
0.67,2009,0.0148,Arctic Monkeys,0.498,224827,0.885,0,21sa0bWFqOFEYPtahlt4Lt,0.00041,4,0.239,-4.423,0,Crying Lightning,53,0.0461,106.719,Arctic Monkeys - Crying Lightning
0.196,2009,0.324,Rascal Flatts,0.458,245373,0.585,0,4lhajjgcICdfhRkvWj9Tud,0.0,2,0.231,-5.574,1,Here Comes Goodbye - AC Mix,54,0.0342,145.977,Rascal Flatts - Here Comes Goodbye - AC Mix
0.606,2009,0.00244,Rascal Flatts,0.562,276707,0.91,0,5YbeJyTQkdSAWe1Ie4sLAl,0.0,5,0.0676,-6.939,1,"Life is a Highway - From ""Cars""",56,0.058,103.057,"Rascal Flatts - Life is a Highway - From ""Cars"""
0.7070000000000001,2009,0.74,The xx,0.871,160720,0.472,0,27BpBnTNtY9SBrE3EusnM6,0.286,4,0.145,-11.077,1,Islands,52,0.0756,124.04,The xx - Islands
0.583,2009,0.1639999999999999,Twista,0.831,251267,0.6859999999999999,1,4B9zlmKyr1L2wYOoaSAA31,0.0,7,0.467,-9.796,1,Wetter,52,0.102,119.97,Twista - Wetter
0.5489999999999999,2009,0.0827,Gucci Mane,0.7020000000000001,249840,0.727,1,11hQvcLydGTyXS3Wo6AkmW,0.0,5,0.0831,-3.443,1,Wasted (feat. Plies),52,0.155,155.093,Gucci Mane - Wasted (feat. Plies)
0.6409999999999999,2009,0.38,Chris Young,0.552,186107,0.7879999999999999,0,5pemEFax3jfocz4FGHa3UC,0.0,0,0.15,-4.112,1,Voices,53,0.0525,76.528,Chris Young - Voices
0.17,2009,6.54e-05,Breaking Benjamin,0.291,256747,0.728,0,5r95yxmemjPfVSjCoSeAP4,5.74e-06,5,0.127,-3.891,0,Without You,56,0.0376,94.185,Breaking Benjamin - Without You
0.145,2009,0.0401,Thirty Seconds To Mars,0.293,347667,0.8170000000000001,0,4sjLcE0GQ6urc4iUXsUPe9,3.4e-05,8,0.13,-5.432,1,Kings And Queens,64,0.0852,165.0,Thirty Seconds To Mars - Kings And Queens
0.512,2009,0.265,Kid Cudi,0.802,151333,0.742,1,77fcAXl6MsFPtFJG45zTUE,0.000287,1,0.63,-4.607,1,Simple As...,53,0.111,95.0,Kid Cudi - Simple As...
0.725,2009,0.0845,Timbaland,0.555,240920,0.713,0,7qje9qxLncMESiPeI27SAn,0.0,11,0.7120000000000001,-4.549,1,Say Something (Featuring Drake),55,0.0911,79.934,Timbaland - Say Something (Featuring Drake)
0.0357,2009,0.417,Nicholas Hooper,0.237,142253,0.062,0,0bmb8jg6ljmt8qBmIsMNvL,0.893,9,0.178,-22.176,0,Dumbledore's Farewell,62,0.0513,114.738,Nicholas Hooper - Dumbledore's Farewell
0.684,2009,0.18,Twista,0.8,245827,0.721,0,0gPPfRl1qmyEuWQJVD2EW0,0.0,7,0.194,-8.935,1,Wetter (Calling You Daddy),52,0.103,123.293,Twista - Wetter (Calling You Daddy)
0.5,2009,0.0157,David Guetta,0.674,191000,0.862,0,77FULy278MulVvGWS8BfK7,0.000427,11,0.1689999999999999,-4.614,1,When Love Takes Over (feat. Kelly Rowland),52,0.0253,129.965,David Guetta - When Love Takes Over (feat. Kelly Rowland)
0.301,2009,6.01e-05,Foo Fighters,0.364,258973,0.925,0,7u5dBtASrtOuBTTZjJrvuJ,0.000251,4,0.0603,-4.224,1,My Hero,59,0.0659,153.981,Foo Fighters - My Hero
0.74,2009,0.457,Duelo,0.765,183653,0.504,0,7ctLV5QnYVq3V89EK3XNsa,0.0,2,0.0326,-10.304,1,Sentimientos De Cartón,63,0.0532,154.45,Duelo - Sentimientos De Cartón
0.664,2009,0.00141,Lady Gaga,0.7,249253,0.8079999999999999,0,1K9jK8EHkgOTjLokIbIxPq,0.0,9,0.611,-4.522,0,Monster,53,0.0446,120.033,Lady Gaga - Monster
0.555,2009,0.0122,Justin Moore,0.45,193480,0.655,0,6APx8Wqrsplu8sThFqutwn,1.32e-05,1,0.128,-5.507999999999999,1,I Could Kick Your Ass,52,0.0386,128.665,Justin Moore - I Could Kick Your Ass
0.13,2009,0.000463,Slipknot,0.293,236360,0.997,1,7MEHTWzEi3z7P2jEWAcdHZ,3.950000000000001e-05,4,0.415,-4.364,0,Eyeless,61,0.217,100.348,Slipknot - Eyeless
